Release Date,Season,Episode,Episode Title,Name,Sentence
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast..."
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,Little brother.
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Beloved siblings.
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Apparently not.
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,What do you mean?
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,The Maester says the boy may live.
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,"It's no mercy, letting a child linger in such pain."
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,I still can't believe you're going. It's ridiculous even for you.
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Where's your sense of wonder? The greatest structure ever built, the intrepid men of the Night's Watch, the wintry abode of the White Walkers."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,Tell me you're not thinking of taking the black.
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,And go celibate? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world.
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,The children don't need to hear your filth. Come.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"Even if the boy lives, he'll be a cripple, a grotesque. Give me a good clean death any day."
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Speaking for the grotesques, I'd have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I'd be very interested to hear what he has to say."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"My dear brother, there are times you make me wonder whose side you're on."
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"My dear brother, you wound me. You know how much I love my family."
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,Please.
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,"I would have dressed, your Grace."
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,"This is your home. I'm your guest. Handsome one, isn't he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It's the last thing you need to hear right now."
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I never knew.
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,"It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you."
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I am grateful..
2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,Perhaps this time she'll listen.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,A sword for the wall?
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,I already have one.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,Good man. Have you swung it yet?
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Of course I have.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"At someone, I mean. It's a strange thing, the first time you cut a man. You realize we're nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and White Walkers and whatnot. We're grateful to have good, strong men like you protecting us."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,We've guarded the Kingdoms for 8 000 years.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"Is it ""we"" already? Have you taken your vows then?"
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Soon enough.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"Give my regards to the Night's Watch. I'm sure it will be thrilling to serve in such an elite force. And if not, It's only for life."
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,"Thank you, Nymeria. Septa Mordane says I have to do it again. ""My things weren't properly folded"", she says. Who cares how they're folded?! They're going to get all messed up anyway."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,It's good you've got help.
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,"Watch. Nymeria, gloves."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Impressive.
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,"Shut up. Nymeria, gloves!"
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,I have something for you. And it has to be packed very carefully.
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,A present?
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Close the door. This is no toy. Be careful you don't cut yourself.
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,It's so skinny.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,"So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough."
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,I can be quick.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,You'll have to work at it every day. How does it feel? Do you like the balance?
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,I think so.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,First lesson
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,I know which end to use.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,"I'm going to miss you... Careful... All the best swords have names, you know."
2011-04-24,Season 1,Episode 2,The Kingsroad,Arya Stark,Sansa can keep her sewing needles. I've got a needle of my own.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,I came to say goodbye to Bran.
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,You've said it.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,"I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid."
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I want you to leave.
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,17 years ago you rode off with Robert Baratheon. You came back a year later with another woman's son. And now you're leaving again.
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,I have no choice.
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,"That's what men always say when honor calls. That's what you tell your families, tell yourselves. You do have a choice. And you've made it. I can't do it, Ned. I really can't."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,You can. You must.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,You've said goodbye to Bran? He's not going to die. I know it.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,You Starks are hard to kill.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,My mother?
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,She was very kind.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,"Good. Next time I see you, you'll be all in black."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,It was always my color.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,"Farewell, Snow."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,"And you, Stark."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,"There's great honor serving in the Night's Watch. The Starks have manned the Wall for thousands of years. And you are a Stark. You might not have my name, but you have my blood."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,"Is my mother alive? Does she know about me? Where I am, where I'm going? Does she care?"
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,"The next time we see each other, we'll talk about your mother. I promise."
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"Gods, this is country! I've half a mind to leave them all behind and keep going."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,I've half a mind to go with you.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"What do you say, just you and me on the Kingsroad, swords at our sides, a couple of tavern wenches to warm our beds tonight."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,You should have asked me 20 years ago.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"There were wars to fight, women to marry... We never had the chance to be young."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,I recall a few chances.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"There was that one... Oh, what was her name? That common girl of yours? Becca? With the great big tits you could bury your face in."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,Bessie. She was one of yours.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,Bessie! Thank the gods for Bessie and her tits. Yours was... Aleena? No. You told me once. Meryl? Your bastardo s mother?
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,Wylla.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,That's it. She must have been a rare wench to make Lord Eddard Stark forget his honor. You never told me what she looked like.
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,Nor will I.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"We were at war. None of us knew if we were gonna go back home again. You're too hard on yourself. You always have been. I swear if I weren't your King, you'd have hit me already."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,The worst thing about your coronation... I'll never get to hit you again.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"Trust me, that's not the worst thing. There was a rider in the night."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,Daenerys Targaryen has wed some Dothraki horselord. What of it? Should we send her a wedding gift?
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"A knife perhaps, a good sharp one, and a bold man to wield it."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,She's little more than a child.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,Soon enough that child will spread her legs and start breeding.
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,Tell me we're not speaking of this.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"Oh, it's unspeakable to you? What her father did to your family... That was unspeakable. What Rhaegar Targaryen did to your sister... the woman I loved. I'll kill every Targaryen I get my hands on."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,"But you can't get your hands on this one, can you?"
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"This Khal Drogo, it's said he has 100,000 men in his horde."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,"Even a million Dothraki are no threat to the realm, as long as they remain on the other side of the Narrow Sea. They have no ships, Robert."
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"There are still those in the Seven Kingdoms who call me Usurper. If the Targaryen boy crosses with a Dothraki horde at his back, the scum will join him."
2011-04-24,Season 1,Episode 2,The Kingsroad,Eddard Stark,"He will not cross. And if by chance he does, we'll throw him back into the sea."
2011-04-24,Season 1,Episode 2,The Kingsroad,Robert Baratheon,"There's a war coming, Ned. I don't know when, I don't know who we'll be fighting, but it's coming."
2011-04-24,Season 1,Episode 2,The Kingsroad,Benjen Stark,Sit. You'll be fed. Untie them.
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Rapers. They were given a choice no doubt... Castration or the Wall. Most choose the knife. Not impressed by your new brothers? Lovely thing about the Watch... You discard your old family and get a whole new one.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Why do you read so much?
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Look at me and tell me what you see.
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Is this a trick?
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"What you see is a dwarf. If I'd been born a peasant they might've left me out in the woods to die. Alas, I was born a Lannister of Casterly Rock. Things are expected of me. My father was the Hand of the King for 20 years."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,Until your brother killed that King.
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Yes, until my brother killed him. Life is full of these little ironies. My sister married the new King and my repulsive nephew will be King after him. I must do my part for the honor of my house, wouldn't you agree? But how? Well, my brother has his sword and I have my mind. And a mind needs books like a sword needs a whetstone. That's why I read so much. And you? What's your story, bastard?"
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,"Ask me nicely and maybe I'll tell you, dwarf."
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"A bastard boy with nothing to inherit, off to join the ancient order of the Night's Watch, alongside his valiant brothers-in-arms."
2011-04-24,Season 1,Episode 2,The Kingsroad,Jon Snow,The Night's Watch protects the realm from...
2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You're a smart boy. You don't believe that nonsense... Everything's better with some wine in the belly."
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,Talk to Poole about it.
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I don't care about appointments!
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,I'll make the appointments. We'll talk about it first thing in the morning.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,When was the last time you left this room?
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I have to take care of him.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,"He's not going to die, mother. Maester Luwin says the most dangerous time has passed."
2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,What if he's wrong? Bran needs me.
2011-04-24,Season 1,Episode 2,The Kingsroad,Robb Stark,"Rickon needs you. He's six. He doesn't know what's happening. He follows me around all day, clutching my leg, crying..."
